id,name,type,nutrition,value,unit,url,value_level
909,Meyer Lemon Pound Cake,dessert,Potassium,757,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Meyer-Lemon-Pound-Cake-2677-I-500x500.jpg,0.07828291839404408
910,Meyer Lemon Pound Cake,dessert,Calcium,540,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Meyer-Lemon-Pound-Cake-2677-I-500x500.jpg,0.9932517730102834
911,Mini Fruit Puff Pastry with Lemon Glaze,dessert,Calories,249,kcal,https://www.justonecookbook.com/wp-content/uploads/2011/06/Mini-Fruit-Puff-Pastry-with-Lemon-Glaze-e1308032192840-400x400.jpg,-0.4740116506432743
912,Mini Fruit Puff Pastry with Lemon Glaze,dessert,Protein,4,g,https://www.justonecookbook.com/wp-content/uploads/2011/06/Mini-Fruit-Puff-Pastry-with-Lemon-Glaze-e1308032192840-400x400.jpg,-0.916290731874155
913,Mini Fruit Puff Pastry with Lemon Glaze,dessert,Sodium,108,mg,https://www.justonecookbook.com/wp-content/uploads/2011/06/Mini-Fruit-Puff-Pastry-with-Lemon-Glaze-e1308032192840-400x400.jpg,-1.3093333199837622
914,Mini Fruit Puff Pastry with Lemon Glaze,dessert,Potassium,53,mg,https://www.justonecookbook.com/wp-content/uploads/2011/06/Mini-Fruit-Puff-Pastry-with-Lemon-Glaze-e1308032192840-400x400.jpg,-2.580788421491283
915,Mini Fruit Puff Pastry with Lemon Glaze,dessert,Calcium,9,mg,https://www.justonecookbook.com/wp-content/uploads/2011/06/Mini-Fruit-Puff-Pastry-with-Lemon-Glaze-e1308032192840-400x400.jpg,-3.101092789211817
916,Miso Butter Cookies,dessert,Calories,74,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/04/Miso-Butter-Cookies-0356-I.jpg,-1.6873994539038122
917,Miso Butter Cookies,dessert,Protein,1,g,https://www.justonecookbook.com/wp-content/uploads/2020/04/Miso-Butter-Cookies-0356-I.jpg,-2.3025850929940455
918,Miso Butter Cookies,dessert,Sodium,56,mg,https://www.justonecookbook.com/wp-content/uploads/2020/04/Miso-Butter-Cookies-0356-I.jpg,-1.9661128563728327
919,Miso Butter Cookies,dessert,Potassium,19,mg,https://www.justonecookbook.com/wp-content/uploads/2020/04/Miso-Butter-Cookies-0356-I.jpg,-3.606641355876964
920,Miso Butter Cookies,dessert,Calcium,25,mg,https://www.justonecookbook.com/wp-content/uploads/2020/04/Miso-Butter-Cookies-0356-I.jpg,-2.0794415416798357
921,Mitarashi Dango,dessert,Calories,192,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/09/Mitarashi-Dango-0689-I-500x500.jpg,-0.7339691750802004
922,Mitarashi Dango,dessert,Protein,3,g,https://www.justonecookbook.com/wp-content/uploads/2019/09/Mitarashi-Dango-0689-I-500x500.jpg,-1.2039728043259361
923,Mitarashi Dango,dessert,Sodium,193,mg,https://www.justonecookbook.com/wp-content/uploads/2019/09/Mitarashi-Dango-0689-I-500x500.jpg,-0.7287743582030964
924,Mitarashi Dango,dessert,Potassium,49,mg,https://www.justonecookbook.com/wp-content/uploads/2019/09/Mitarashi-Dango-0689-I-500x500.jpg,-2.659260036932778
925,Mitarashi Dango,dessert,Calcium,11,mg,https://www.justonecookbook.com/wp-content/uploads/2019/09/Mitarashi-Dango-0689-I-500x500.jpg,-2.900422093749666
926,Mizu Yokan,dessert,Calories,1388,kcal,https://www.justonecookbook.com/wp-content/uploads/2015/10/Mizu-Yokan-400x400.jpg,1.244154593958768
927,Mizu Yokan,dessert,Protein,24,g,https://www.justonecookbook.com/wp-content/uploads/2015/10/Mizu-Yokan-400x400.jpg,0.8754687373538999
928,Mizu Yokan,dessert,Sodium,544,mg,https://www.justonecookbook.com/wp-content/uploads/2015/10/Mizu-Yokan-400x400.jpg,0.3074846997479607
929,Mizu Yokan,dessert,Potassium,1725,mg,https://www.justonecookbook.com/wp-content/uploads/2015/10/Mizu-Yokan-400x400.jpg,0.9019019944220555
930,Mizu Yokan,dessert,Calcium,155,mg,https://www.justonecookbook.com/wp-content/uploads/2015/10/Mizu-Yokan-400x400.jpg,-0.25489224962879004
931,Mochi Ice Cream,dessert,Calories,133,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/08/Mochi-Ice-Cream-8680-I-500x500.jpg,-1.1011154188862282
932,Mochi Ice Cream,dessert,Protein,2,g,https://www.justonecookbook.com/wp-content/uploads/2020/08/Mochi-Ice-Cream-8680-I-500x500.jpg,-1.6094379124341003
933,Mochi Ice Cream,dessert,Sodium,28,mg,https://www.justonecookbook.com/wp-content/uploads/2020/08/Mochi-Ice-Cream-8680-I-500x500.jpg,-2.659260036932778
934,Mochi Ice Cream,dessert,Potassium,107,mg,https://www.justonecookbook.com/wp-content/uploads/2020/08/Mochi-Ice-Cream-8680-I-500x500.jpg,-1.8782515005814986
935,Mochi Ice Cream,dessert,Calcium,48,mg,https://www.justonecookbook.com/wp-content/uploads/2020/08/Mochi-Ice-Cream-8680-I-500x500.jpg,-1.4271163556401458
936,Nama Chocolate,dessert,Calories,17,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/02/Nama-Chocolate-I-2-500x500.jpg,-3.158251203051766
937,Nama Chocolate,dessert,Protein,1,g,https://www.justonecookbook.com/wp-content/uploads/2019/02/Nama-Chocolate-I-2-500x500.jpg,-2.3025850929940455
938,Nama Chocolate,dessert,Sodium,2,mg,https://www.justonecookbook.com/wp-content/uploads/2019/02/Nama-Chocolate-I-2-500x500.jpg,-5.298317366548036
939,Nama Chocolate,dessert,Potassium,4,mg,https://www.justonecookbook.com/wp-content/uploads/2019/02/Nama-Chocolate-I-2-500x500.jpg,-5.1647859739235145
940,Nama Chocolate,dessert,Calcium,3,mg,https://www.justonecookbook.com/wp-content/uploads/2019/02/Nama-Chocolate-I-2-500x500.jpg,-4.199705077879927
941,No-Bake Creme Caramel (Japanese Purin),dessert,Calories,222,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/11/No-Bake-Creme-Caramel-5961-I-500x500.jpg,-0.5887871652357024
942,No-Bake Creme Caramel (Japanese Purin),dessert,Protein,4,g,https://www.justonecookbook.com/wp-content/uploads/2019/11/No-Bake-Creme-Caramel-5961-I-500x500.jpg,-0.916290731874155
943,No-Bake Creme Caramel (Japanese Purin),dessert,Sodium,34,mg,https://www.justonecookbook.com/wp-content/uploads/2019/11/No-Bake-Creme-Caramel-5961-I-500x500.jpg,-2.4651040224918206
944,No-Bake Creme Caramel (Japanese Purin),dessert,Potassium,89,mg,https://www.justonecookbook.com/wp-content/uploads/2019/11/No-Bake-Creme-Caramel-5961-I-500x500.jpg,-2.0624439653112647
945,No-Bake Creme Caramel (Japanese Purin),dessert,Calcium,80,mg,https://www.justonecookbook.com/wp-content/uploads/2019/11/No-Bake-Creme-Caramel-5961-I-500x500.jpg,-0.916290731874155
946,Nougat Glacé Choux with Orange Caramel,dessert,Calories,766,kcal,https://www.justonecookbook.com/wp-content/uploads/2011/12/Nougat-400x400.jpg,0.6497176226326093
947,Nougat Glacé Choux with Orange Caramel,dessert,Protein,11,g,https://www.justonecookbook.com/wp-content/uploads/2011/12/Nougat-400x400.jpg,0.09531017980432493
948,Nougat Glacé Choux with Orange Caramel,dessert,Sodium,240,mg,https://www.justonecookbook.com/wp-content/uploads/2011/12/Nougat-400x400.jpg,-0.5108256237659907
949,Nougat Glacé Choux with Orange Caramel,dessert,Potassium,246,mg,https://www.justonecookbook.com/wp-content/uploads/2011/12/Nougat-400x400.jpg,-1.045748799111042
950,Nougat Glacé Choux with Orange Caramel,dessert,Calcium,112,mg,https://www.justonecookbook.com/wp-content/uploads/2011/12/Nougat-400x400.jpg,-0.579818495252942
951,Nougat Semifreddo,dessert,Calories,296,kcal,https://www.justonecookbook.com/wp-content/uploads/2011/12/Nougat-semifreddo-Nami-cover-400x399.jpg,-0.3011050927839216
952,Nougat Semifreddo,dessert,Protein,4,g,https://www.justonecookbook.com/wp-content/uploads/2011/12/Nougat-semifreddo-Nami-cover-400x399.jpg,-0.916290731874155
953,Nougat Semifreddo,dessert,Sodium,71,mg,https://www.justonecookbook.com/wp-content/uploads/2011/12/Nougat-semifreddo-Nami-cover-400x399.jpg,-1.7287846700666667
954,Nougat Semifreddo,dessert,Potassium,83,mg,https://www.justonecookbook.com/wp-content/uploads/2011/12/Nougat-semifreddo-Nami-cover-400x399.jpg,-2.1322397272468065
955,Nougat Semifreddo,dessert,Calcium,42,mg,https://www.justonecookbook.com/wp-content/uploads/2011/12/Nougat-semifreddo-Nami-cover-400x399.jpg,-1.5606477482646683
956,Ohagi (Botamochi),dessert,Calories,152,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/03/Ohagi-Botamochi-0815-I-1-500x500.jpg,-0.9675840262617056
957,Ohagi (Botamochi),dessert,Protein,3,g,https://www.justonecookbook.com/wp-content/uploads/2020/03/Ohagi-Botamochi-0815-I-1-500x500.jpg,-1.2039728043259361
958,Ohagi (Botamochi),dessert,Sodium,31,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Ohagi-Botamochi-0815-I-1-500x500.jpg,-2.557477342622836
959,Ohagi (Botamochi),dessert,Potassium,173,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Ohagi-Botamochi-0815-I-1-500x500.jpg,-1.3977887405456257
960,Ohagi (Botamochi),dessert,Calcium,33,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Ohagi-Botamochi-0815-I-1-500x500.jpg,-1.8018098050815563
961,Orange Chiffon Cake,dessert,Calories,1436,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/01/Orange-Chiffon-Cake-2-I-1-500x500.jpg,1.2781522025001875
962,Orange Chiffon Cake,dessert,Protein,34,g,https://www.justonecookbook.com/wp-content/uploads/2020/01/Orange-Chiffon-Cake-2-I-1-500x500.jpg,1.2237754316221157
963,Orange Chiffon Cake,dessert,Sodium,643,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Orange-Chiffon-Cake-2-I-1-500x500.jpg,0.47468017712963734
964,Orange Chiffon Cake,dessert,Potassium,1218,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Orange-Chiffon-Cake-2-I-1-500x500.jpg,0.5538851132264376
965,Orange Chiffon Cake,dessert,Calcium,565,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Orange-Chiffon-Cake-2-I-1-500x500.jpg,1.0385083645984043
966,Orange Jelly,dessert,Calories,114,kcal,https://www.justonecookbook.com/wp-content/uploads/2015/11/Orange-Jelly-400x400.jpg,-1.2552660987134867
967,Orange Jelly,dessert,Protein,2,g,https://www.justonecookbook.com/wp-content/uploads/2015/11/Orange-Jelly-400x400.jpg,-1.6094379124341003
968,Orange Jelly,dessert,Sodium,4,mg,https://www.justonecookbook.com/wp-content/uploads/2015/11/Orange-Jelly-400x400.jpg,-4.605170185988091
969,Orange Jelly,dessert,Potassium,177,mg,https://www.justonecookbook.com/wp-content/uploads/2015/11/Orange-Jelly-400x400.jpg,-1.3749306024695755
970,Orange Jelly,dessert,Calcium,42,mg,https://www.justonecookbook.com/wp-content/uploads/2015/11/Orange-Jelly-400x400.jpg,-1.5606477482646683
971,Panettone Bread Pudding,dessert,Calories,408,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/12/Panettone-Bread-Pudding-1983-I-500x500.jpg,0.01980262729617973
972,Panettone Bread Pudding,dessert,Protein,10,g,https://www.justonecookbook.com/wp-content/uploads/2020/12/Panettone-Bread-Pudding-1983-I-500x500.jpg,0
973,Panettone Bread Pudding,dessert,Sodium,199,mg,https://www.justonecookbook.com/wp-content/uploads/2020/12/Panettone-Bread-Pudding-1983-I-500x500.jpg,-0.6981597223834896
974,Panettone Bread Pudding,dessert,Potassium,234,mg,https://www.justonecookbook.com/wp-content/uploads/2020/12/Panettone-Bread-Pudding-1983-I-500x500.jpg,-1.0957592196857031
975,Panettone Bread Pudding,dessert,Calcium,85,mg,https://www.justonecookbook.com/wp-content/uploads/2020/12/Panettone-Bread-Pudding-1983-I-500x500.jpg,-0.8556661100577202
976,Fruit Parfait (Strawberry Parfait & Chocolate Banana Parfait),dessert,Calories,595,kcal,https://www.justonecookbook.com/wp-content/uploads/2016/08/Parfait-400x400.jpg,0.3970968584376478
977,Fruit Parfait (Strawberry Parfait & Chocolate Banana Parfait),dessert,Protein,5,g,https://www.justonecookbook.com/wp-content/uploads/2016/08/Parfait-400x400.jpg,-0.6931471805599453
978,Fruit Parfait (Strawberry Parfait & Chocolate Banana Parfait),dessert,Sodium,170,mg,https://www.justonecookbook.com/wp-content/uploads/2016/08/Parfait-400x400.jpg,-0.8556661100577202
979,Fruit Parfait (Strawberry Parfait & Chocolate Banana Parfait),dessert,Potassium,253,mg,https://www.justonecookbook.com/wp-content/uploads/2016/08/Parfait-400x400.jpg,-1.0176908463158845
980,Fruit Parfait (Strawberry Parfait & Chocolate Banana Parfait),dessert,Calcium,128,mg,https://www.justonecookbook.com/wp-content/uploads/2016/08/Parfait-400x400.jpg,-0.4462871026284195
981,5 Ingredient Peanut Butter Chocolate Chip Cookies,dessert,Calories,169,kcal,https://www.justonecookbook.com/wp-content/uploads/2011/12/Peanut-Butter-Chocolate-Chip-Cookies-w600-400x400.jpg,-0.8615658321849086
982,5 Ingredient Peanut Butter Chocolate Chip Cookies,dessert,Protein,5,g,https://www.justonecookbook.com/wp-content/uploads/2011/12/Peanut-Butter-Chocolate-Chip-Cookies-w600-400x400.jpg,-0.6931471805599453
983,5 Ingredient Peanut Butter Chocolate Chip Cookies,dessert,Sodium,81,mg,https://www.justonecookbook.com/wp-content/uploads/2011/12/Peanut-Butter-Chocolate-Chip-Cookies-w600-400x400.jpg,-1.5970153924355432
984,5 Ingredient Peanut Butter Chocolate Chip Cookies,dessert,Potassium,137,mg,https://www.justonecookbook.com/wp-content/uploads/2011/12/Peanut-Butter-Chocolate-Chip-Cookies-w600-400x400.jpg,-1.6310994092152797
985,5 Ingredient Peanut Butter Chocolate Chip Cookies,dessert,Calcium,17,mg,https://www.justonecookbook.com/wp-content/uploads/2011/12/Peanut-Butter-Chocolate-Chip-Cookies-w600-400x400.jpg,-2.4651040224918206
986,Pear and Almond Tart,dessert,Calories,3499,kcal,https://www.justonecookbook.com/wp-content/uploads/2018/11/Pear-and-Almond-Tart-I-400x400.jpg,2.168767945259706
987,Pear and Almond Tart,dessert,Protein,56,g,https://www.justonecookbook.com/wp-content/uploads/2018/11/Pear-and-Almond-Tart-I-400x400.jpg,1.7227665977411035
988,Pear and Almond Tart,dessert,Sodium,1164,mg,https://www.justonecookbook.com/wp-content/uploads/2018/11/Pear-and-Almond-Tart-I-400x400.jpg,1.0681530811834012
989,Pear and Almond Tart,dessert,Potassium,1122,mg,https://www.justonecookbook.com/wp-content/uploads/2018/11/Pear-and-Almond-Tart-I-400x400.jpg,0.47178775103923687
990,Pear and Almond Tart,dessert,Calcium,468,mg,https://www.justonecookbook.com/wp-content/uploads/2018/11/Pear-and-Almond-Tart-I-400x400.jpg,0.85015092936961
991,Pineapple Sorbet,dessert,Calories,470,kcal,https://www.justonecookbook.com/wp-content/uploads/2012/06/Pineapple-Sorbet-400x400.jpg,0.16126814759612232
992,Pineapple Sorbet,dessert,Protein,3,g,https://www.justonecookbook.com/wp-content/uploads/2012/06/Pineapple-Sorbet-400x400.jpg,-1.2039728043259361
993,Pineapple Sorbet,dessert,Sodium,6,mg,https://www.justonecookbook.com/wp-content/uploads/2012/06/Pineapple-Sorbet-400x400.jpg,-4.199705077879927
994,Pineapple Sorbet,dessert,Potassium,768,mg,https://www.justonecookbook.com/wp-content/uploads/2012/06/Pineapple-Sorbet-400x400.jpg,0.09270939810426754
995,Pineapple Sorbet,dessert,Calcium,64,mg,https://www.justonecookbook.com/wp-content/uploads/2012/06/Pineapple-Sorbet-400x400.jpg,-1.1394342831883648
996,Pineapple Upside Down Cake,dessert,Calories,3999,kcal,https://www.justonecookbook.com/wp-content/uploads/2012/01/Pineapple-Upside-Down-Cake-400x400.jpg,2.3023350617388365
997,Pineapple Upside Down Cake,dessert,Protein,40,g,https://www.justonecookbook.com/wp-content/uploads/2012/01/Pineapple-Upside-Down-Cake-400x400.jpg,1.3862943611198906
998,Pineapple Upside Down Cake,dessert,Sodium,909,mg,https://www.justonecookbook.com/wp-content/uploads/2012/01/Pineapple-Upside-Down-Cake-400x400.jpg,0.8208805470694969
999,Pineapple Upside Down Cake,dessert,Potassium,1375,mg,https://www.justonecookbook.com/wp-content/uploads/2012/01/Pineapple-Upside-Down-Cake-400x400.jpg,0.6751286750572669
1000,Pineapple Upside Down Cake,dessert,Calcium,561,mg,https://www.justonecookbook.com/wp-content/uploads/2012/01/Pineapple-Upside-Down-Cake-400x400.jpg,1.0314035389746596
1001,Pon de Ring Donut,dessert,Calories,193,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/09/Pon-De-Ring-Donut-Recipe-1592-I-1-500x500.jpg,-0.7287743582030964
1002,Pon de Ring Donut,dessert,Protein,2,g,https://www.justonecookbook.com/wp-content/uploads/2019/09/Pon-De-Ring-Donut-Recipe-1592-I-1-500x500.jpg,-1.6094379124341003
1003,Pon de Ring Donut,dessert,Sodium,35,mg,https://www.justonecookbook.com/wp-content/uploads/2019/09/Pon-De-Ring-Donut-Recipe-1592-I-1-500x500.jpg,-2.436116485618568
1004,Pon de Ring Donut,dessert,Potassium,37,mg,https://www.justonecookbook.com/wp-content/uploads/2019/09/Pon-De-Ring-Donut-Recipe-1592-I-1-500x500.jpg,-2.94016242239918
1005,Pon de Ring Donut,dessert,Calcium,18,mg,https://www.justonecookbook.com/wp-content/uploads/2019/09/Pon-De-Ring-Donut-Recipe-1592-I-1-500x500.jpg,-2.4079456086518722
1006,Purin Dora,dessert,Calories,452,kcal,https://www.justonecookbook.com/wp-content/uploads/2018/02/Purin-Dora-w722-400x400.jpg,0.12221763272424911
1007,Purin Dora,dessert,Protein,10,g,https://www.justonecookbook.com/wp-content/uploads/2018/02/Purin-Dora-w722-400x400.jpg,0
1008,Purin Dora,dessert,Sodium,147,mg,https://www.justonecookbook.com/wp-content/uploads/2018/02/Purin-Dora-w722-400x400.jpg,-1.0010319603292457
1009,Purin Dora,dessert,Potassium,147,mg,https://www.justonecookbook.com/wp-content/uploads/2018/02/Purin-Dora-w722-400x400.jpg,-1.5606477482646683
1010,Purin Dora,dessert,Calcium,129,mg,https://www.justonecookbook.com/wp-content/uploads/2018/02/Purin-Dora-w722-400x400.jpg,-0.43850496218636453
1011,Azuki Red Bean Ice Cream,dessert,Calories,432,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/12/Red-Bean-Ice-Cream-1224-I-500x500.jpg,0.0769610411361284
1012,Azuki Red Bean Ice Cream,dessert,Protein,11,g,https://www.justonecookbook.com/wp-content/uploads/2020/12/Red-Bean-Ice-Cream-1224-I-500x500.jpg,0.09531017980432493
1013,Azuki Red Bean Ice Cream,dessert,Sodium,100,mg,https://www.justonecookbook.com/wp-content/uploads/2020/12/Red-Bean-Ice-Cream-1224-I-500x500.jpg,-1.3862943611198906
1014,Azuki Red Bean Ice Cream,dessert,Potassium,137,mg,https://www.justonecookbook.com/wp-content/uploads/2020/12/Red-Bean-Ice-Cream-1224-I-500x500.jpg,-1.6310994092152797
1015,Azuki Red Bean Ice Cream,dessert,Calcium,143,mg,https://www.justonecookbook.com/wp-content/uploads/2020/12/Red-Bean-Ice-Cream-1224-I-500x500.jpg,-0.33547273628812946
1016,Sakura Mochi,dessert,Calories,138,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/03/Sakura-Mochi-9326-I-500x500.jpg,-1.0642108619507773
1017,Sakura Mochi,dessert,Protein,3,g,https://www.justonecookbook.com/wp-content/uploads/2020/03/Sakura-Mochi-9326-I-500x500.jpg,-1.2039728043259361
1018,Sakura Mochi,dessert,Sodium,18,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Sakura-Mochi-9326-I-500x500.jpg,-3.101092789211817
1019,Sakura Mochi,dessert,Potassium,93,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Sakura-Mochi-9326-I-500x500.jpg,-2.0184808418901485
1020,Sakura Mochi,dessert,Calcium,11,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Sakura-Mochi-9326-I-500x500.jpg,-2.900422093749666
1021,Sata Andagi,dessert,Calories,140,kcal,https://www.justonecookbook.com/wp-content/uploads/2018/05/Sata-Andagi-w600-400x400.jpg,-1.0498221244986778
1022,Sata Andagi,dessert,Protein,3,g,https://www.justonecookbook.com/wp-content/uploads/2018/05/Sata-Andagi-w600-400x400.jpg,-1.2039728043259361
1023,Sata Andagi,dessert,Sodium,80,mg,https://www.justonecookbook.com/wp-content/uploads/2018/05/Sata-Andagi-w600-400x400.jpg,-1.6094379124341003
1024,Sata Andagi,dessert,Potassium,30,mg,https://www.justonecookbook.com/wp-content/uploads/2018/05/Sata-Andagi-w600-400x400.jpg,-3.1498829533812494
1025,Sata Andagi,dessert,Calcium,36,mg,https://www.justonecookbook.com/wp-content/uploads/2018/05/Sata-Andagi-w600-400x400.jpg,-1.7147984280919266
1026,Black Sesame Cookies,dessert,Calories,53,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/01/Sesame-Cookies-1546-I-2-300x200.jpg,-2.02117263355586
1027,Black Sesame Cookies,dessert,Protein,1,g,https://www.justonecookbook.com/wp-content/uploads/2020/01/Sesame-Cookies-1546-I-2-300x200.jpg,-2.3025850929940455
1028,Black Sesame Cookies,dessert,Sodium,4,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Sesame-Cookies-1546-I-2-300x200.jpg,-4.605170185988091
